variant benchmark hosts processes schedulers cores workers runtime
Ordered knapPI_12_50_1000_018 17 50 4 5 200 30.303725549
Ordered knapPI_12_50_1000_018 17 50 4 5 200 30.848042512
Ordered knapPI_12_50_1000_018 17 50 4 5 200 31.002134813
Ordered knapPI_12_50_1000_018 17 50 4 5 200 31.379529089
Ordered knapPI_12_50_1000_018 17 50 4 5 200 31.571456955
Ordered knapPI_12_50_1000_018 17 50 4 5 200 31.596262772
Ordered knapPI_12_50_1000_018 17 50 4 5 200 31.620793593
Ordered knapPI_12_50_1000_018 17 50 4 5 200 31.740651047
Ordered knapPI_12_50_1000_018 17 50 4 5 200 32.52269098
Ordered knapPI_12_50_1000_018 17 50 4 5 200 36.135178152
Ordered knapPI_13_20_1000_057 1 1 1 2 1 1017.456189663
Ordered knapPI_13_20_1000_057 1 1 1 2 1 1022.665281455
Ordered knapPI_13_20_1000_057 1 1 1 2 1 1024.493805477
Ordered knapPI_13_20_1000_057 1 1 1 2 1 950.058047738
Ordered knapPI_13_20_1000_057 1 1 1 2 1 951.204640896
Ordered knapPI_13_20_1000_057 1 1 1 2 1 961.177457305
Ordered knapPI_13_20_1000_057 1 1 1 2 1 974.186018814
Ordered knapPI_13_20_1000_057 1 1 1 2 1 976.910317699
Ordered knapPI_13_20_1000_057 1 1 1 2 1 981.759552309
Ordered knapPI_13_20_1000_057 1 1 1 2 1 996.713712667
Ordered knapPI_13_20_1000_057 1 1 2 3 2 545.325745875
Ordered knapPI_13_20_1000_057 1 1 2 3 2 547.479126157
Ordered knapPI_13_20_1000_057 1 1 2 3 2 547.55018802
Ordered knapPI_13_20_1000_057 1 1 2 3 2 549.894551799
Ordered knapPI_13_20_1000_057 1 1 2 3 2 551.835273103
Ordered knapPI_13_20_1000_057 1 1 2 3 2 556.040596685
Ordered knapPI_13_20_1000_057 1 1 2 3 2 557.169689164
Ordered knapPI_13_20_1000_057 1 1 2 3 2 557.18929748
Ordered knapPI_13_20_1000_057 1 1 2 3 2 566.503653211
Ordered knapPI_13_20_1000_057 1 1 2 3 2 566.571855112
Ordered knapPI_13_20_1000_057 1 1 4 5 4 304.713106477
Ordered knapPI_13_20_1000_057 1 1 4 5 4 306.358815606
Ordered knapPI_13_20_1000_057 1 1 4 5 4 309.355028639
Ordered knapPI_13_20_1000_057 1 1 4 5 4 313.644699731
Ordered knapPI_13_20_1000_057 1 1 4 5 4 315.773403314
Ordered knapPI_13_20_1000_057 1 1 4 5 4 321.528890695
Ordered knapPI_13_20_1000_057 1 1 4 5 4 326.540774197
Ordered knapPI_13_20_1000_057 1 1 4 5 4 327.565970207
Ordered knapPI_13_20_1000_057 1 1 4 5 4 329.88468961
Ordered knapPI_13_20_1000_057 1 1 4 5 4 330.029547616
Ordered knapPI_13_20_1000_057 2 2 4 5 8 162.488348466
Ordered knapPI_13_20_1000_057 2 2 4 5 8 164.025007565
Ordered knapPI_13_20_1000_057 2 2 4 5 8 166.714980829
Ordered knapPI_13_20_1000_057 2 2 4 5 8 168.280917722
Ordered knapPI_13_20_1000_057 2 2 4 5 8 169.203626652
Ordered knapPI_13_20_1000_057 2 2 4 5 8 169.784777065
Ordered knapPI_13_20_1000_057 2 2 4 5 8 170.846190988
Ordered knapPI_13_20_1000_057 2 2 4 5 8 171.827973331
Ordered knapPI_13_20_1000_057 2 2 4 5 8 173.488464831
Ordered knapPI_13_20_1000_057 2 2 4 5 8 174.350198694
Ordered knapPI_13_20_1000_057 4 8 4 5 32 62.650040482
Ordered knapPI_13_20_1000_057 4 8 4 5 32 65.188548576
Ordered knapPI_13_20_1000_057 4 8 4 5 32 66.929671977
Ordered knapPI_13_20_1000_057 4 8 4 5 32 66.940014549
Ordered knapPI_13_20_1000_057 4 8 4 5 32 67.177034102
Ordered knapPI_13_20_1000_057 4 8 4 5 32 67.341175721
Ordered knapPI_13_20_1000_057 4 8 4 5 32 68.497224529
Ordered knapPI_13_20_1000_057 4 8 4 5 32 71.834474821
Ordered knapPI_13_20_1000_057 4 8 4 5 32 72.672048241
Ordered knapPI_13_20_1000_057 4 8 4 5 32 74.668765414
Ordered knapPI_13_20_1000_057 8 16 4 5 64 51.87185397
Ordered knapPI_13_20_1000_057 8 16 4 5 64 52.53896949
Ordered knapPI_13_20_1000_057 8 16 4 5 64 52.556300504
Ordered knapPI_13_20_1000_057 8 16 4 5 64 54.341210367
Ordered knapPI_13_20_1000_057 8 16 4 5 64 56.510655949
Ordered knapPI_13_20_1000_057 8 16 4 5 64 56.541673397
Ordered knapPI_13_20_1000_057 8 16 4 5 64 56.819665744
Ordered knapPI_13_20_1000_057 8 16 4 5 64 58.085491708
Ordered knapPI_13_20_1000_057 8 16 4 5 64 58.463276734
Ordered knapPI_13_20_1000_057 8 16 4 5 64 58.626376777
Ordered knapPI_13_20_1000_057 16 32 4 5 128 49.351488841
