variant benchmark hosts processes schedulers cores workers runtime
Ordered rand_39_50212 1 1 1 2 1 1985.610893131
Ordered rand_39_50212 1 1 1 2 1 1993.600952861
Ordered rand_39_50212 1 1 1 2 1 2028.296342849
Ordered rand_39_50212 1 1 1 2 1 2033.378848682
Ordered rand_39_50212 1 1 1 2 1 2036.471062913
Ordered rand_39_50212 1 1 1 2 1 2041.084025493
Ordered rand_39_50212 1 1 1 2 1 2107.681153052
Ordered rand_39_50212 1 1 1 2 1 2109.914754846
Ordered rand_39_50212 1 1 1 2 1 2110.731554775
Ordered rand_39_50212 1 1 2 3 2 1466.368991063
Ordered rand_39_50212 1 1 2 3 2 1475.276834107
Ordered rand_39_50212 1 1 2 3 2 1486.830138169
Ordered rand_39_50212 1 1 2 3 2 1501.526348995
Ordered rand_39_50212 1 1 2 3 2 1505.717007008
Ordered rand_39_50212 1 1 2 3 2 1507.59610809
Ordered rand_39_50212 1 1 2 3 2 1509.792062646
Ordered rand_39_50212 1 1 2 3 2 1513.040456746
Ordered rand_39_50212 1 1 2 3 2 1518.586793932
Ordered rand_39_50212 1 1 2 3 2 1519.845702385
Ordered rand_39_50212 1 1 4 5 4 959.128244063
