variant benchmark hosts processes schedulers cores workers runtime
Ordered brock800_2 1 1 4 5 4 3294.644504449
Ordered brock800_2 2 2 4 5 8 1614.105515953
Ordered brock800_2 2 2 4 5 8 1615.046763786
Ordered brock800_2 2 2 4 5 8 1615.351266529
Ordered brock800_2 2 2 4 5 8 1622.358924148
Ordered brock800_2 2 2 4 5 8 1622.751104068
Ordered brock800_2 2 2 4 5 8 1624.254834555
Ordered brock800_2 2 2 4 5 8 1627.396871935
Ordered brock800_2 2 2 4 5 8 1628.398511537
Ordered brock800_2 2 2 4 5 8 1630.574146637
Ordered brock800_2 2 2 4 5 8 1641.1836329
Ordered brock800_2 4 8 4 5 32 415.197926323
Ordered brock800_2 4 8 4 5 32 415.542090708
Ordered brock800_2 4 8 4 5 32 416.666440362
Ordered brock800_2 4 8 4 5 32 417.54760596
Ordered brock800_2 4 8 4 5 32 417.795578722
Ordered brock800_2 4 8 4 5 32 418.042003387
Ordered brock800_2 4 8 4 5 32 418.182326227
Ordered brock800_2 4 8 4 5 32 418.523724677
Ordered brock800_2 4 8 4 5 32 418.636911968
Ordered brock800_2 4 8 4 5 32 420.487472865
Ordered brock800_2 8 16 4 5 64 212.505747256
Ordered brock800_2 8 16 4 5 64 212.745554533
Ordered brock800_2 8 16 4 5 64 213.264718
Ordered brock800_2 8 16 4 5 64 213.380423701
Ordered brock800_2 8 16 4 5 64 213.623321077
Ordered brock800_2 8 16 4 5 64 213.968549019
Ordered brock800_2 8 16 4 5 64 214.041329344
Ordered brock800_2 8 16 4 5 64 214.114431746
Ordered brock800_2 8 16 4 5 64 214.248673962
Ordered brock800_2 8 16 4 5 64 214.550087947
Ordered brock800_2 16 32 4 5 128 112.978045358
Ordered brock800_2 16 32 4 5 128 113.08795266
Ordered brock800_2 16 32 4 5 128 113.111933289
Ordered brock800_2 16 32 4 5 128 113.193145004
Ordered brock800_2 16 32 4 5 128 113.526201516
Ordered brock800_2 16 32 4 5 128 113.78121139
Ordered brock800_2 16 32 4 5 128 113.919306669
Ordered brock800_2 16 32 4 5 128 113.966548748
Ordered brock800_2 16 32 4 5 128 114.041437459
Ordered brock800_2 16 32 4 5 128 114.043998828
Ordered brock800_2 17 50 4 5 200 89.89358691
Ordered brock800_2 17 50 4 5 200 90.217228158
Ordered brock800_2 17 50 4 5 200 90.250998197
Ordered brock800_2 17 50 4 5 200 90.335731234
Ordered brock800_2 17 50 4 5 200 90.391368938
Ordered brock800_2 17 50 4 5 200 90.558136054
Ordered brock800_2 17 50 4 5 200 90.58367504
Ordered brock800_2 17 50 4 5 200 90.58657425
Ordered brock800_2 17 50 4 5 200 91.152639072
Ordered brock800_2 17 50 4 5 200 91.397552393
Ordered brock800_3 1 1 1 2 1 NA
Ordered brock800_3 1 1 1 2 1 NA
Ordered brock800_3 1 1 1 2 1 NA
Ordered brock800_3 1 1 1 2 1 NA
Ordered brock800_3 1 1 1 2 1 NA
Ordered brock800_3 1 1 1 2 1 NA
Ordered brock800_3 1 1 1 2 1 NA
Ordered brock800_3 1 1 1 2 1 NA
Ordered brock800_3 1 1 1 2 1 NA
Ordered brock800_3 1 1 1 2 1 NA
Ordered brock800_3 1 1 2 3 2 NA
Ordered brock800_3 1 1 2 3 2 NA
Ordered brock800_3 1 1 2 3 2 NA
Ordered brock800_3 1 1 2 3 2 NA
Ordered brock800_3 1 1 2 3 2 NA
Ordered brock800_3 1 1 2 3 2 NA
Ordered brock800_3 1 1 2 3 2 NA
Ordered brock800_3 1 1 2 3 2 NA
Ordered brock800_3 1 1 2 3 2 NA
Ordered brock800_3 1 1 2 3 2 NA
Ordered brock800_3 1 1 4 5 4 2147.483216406
Ordered brock800_3 1 1 4 5 4 2147.790722536
Ordered brock800_3 1 1 4 5 4 2149.783888867
Ordered brock800_3 1 1 4 5 4 2154.540219844
Ordered brock800_3 1 1 4 5 4 2163.759842807
Ordered brock800_3 1 1 4 5 4 2175.143183078
Ordered brock800_3 1 1 4 5 4 2183.09483601
Ordered brock800_3 1 1 4 5 4 2186.107463484
Ordered brock800_3 1 1 4 5 4 2187.000850366
Ordered brock800_3 1 1 4 5 4 2195.704606173
Ordered brock800_3 2 2 4 5 8 1051.814796567
Ordered brock800_3 2 2 4 5 8 1052.644351966
Ordered brock800_3 2 2 4 5 8 1059.898299893
Ordered brock800_3 2 2 4 5 8 1061.333274738
