instance hosts processes threads workersPerProc totalWorkers runtime maxclique
sanr200_0.9 1 1 3 2 2 30.568 42
sanr200_0.9 1 1 5 4 4 41.571 42
sanr200_0.9 1 1 5 4 4 33.162 42
sanr200_0.9 1 1 5 4 4 33.709 42
sanr200_0.9 1 1 5 4 4 31.255 42
sanr200_0.9 1 1 5 4 4 31.748 42
brock400_1 1 1 2 1 1 324.215 27
sanr400_0.7 1 1 2 1 1 88.693 21
sanr400_0.7 1 1 2 1 1 86.323 21
sanr400_0.7 1 1 2 1 1 87.341 21
sanr400_0.7 1 1 2 1 1 88.084 21
sanr400_0.7 1 1 2 1 1 87.05 21
sanr400_0.7 1 1 3 2 2 64.292 21
sanr400_0.7 1 1 3 2 2 65.637 21
sanr400_0.7 1 1 3 2 2 62.881 21
sanr400_0.7 1 1 3 2 2 62.506 21
sanr400_0.7 1 1 3 2 2 66.848 21
brock400_1 1 1 2 1 1 315.849 27
sanr400_0.7 1 1 5 4 4 63.646 21
sanr400_0.7 1 1 5 4 4 67.72 21
sanr400_0.7 1 1 5 4 4 75.443 21
sanr400_0.7 1 1 5 4 4 66.603 21
sanr400_0.7 1 1 5 4 4 69.623 21
brock400_1 1 1 3 2 2 241.279 27
brock400_1 2 2 5 4 8 113.807 27
brock400_1 2 2 5 4 8 87.618 27
brock400_1 2 2 5 4 8 88.183 27
brock400_1 2 2 5 4 8 117.944 27
brock400_1 2 2 5 4 8 83.915 27
brock400_2 2 2 5 4 8 55.54 29
brock400_2 2 2 5 4 8 64.885 29
brock400_2 2 2 5 4 8 53.661 29
brock400_2 2 2 5 4 8 58.237 29
brock400_2 2 2 5 4 8 55.144 29
brock400_1 1 1 3 2 2 238.701 27
brock400_3 2 2 5 4 8 49.392 31
brock400_3 2 2 5 4 8 48.161 31
brock400_3 2 2 5 4 8 50.425 31
brock400_3 2 2 5 4 8 50.123 31
brock400_3 2 2 5 4 8 48.215 31
brock400_4 2 2 5 4 8 23.644 33
brock400_4 2 2 5 4 8 19.646 33
brock400_4 2 2 5 4 8 19.826 33
brock400_4 2 2 5 4 8 23.434 33
brock400_4 2 2 5 4 8 24.141 33
brock400_1 1 1 3 2 2 242.275 27
brock800_1 2 2 5 4 8 996.662 23
brock800_1 2 2 5 4 8 974.395 23
brock800_1 2 2 5 4 8 962.59 23
brock800_1 2 2 5 4 8 968.965 23
brock800_1 2 2 5 4 8 988.952 23
brock800_2 2 2 5 4 8 1019.21 24
brock800_2 2 2 5 4 8 1006.84 24
brock800_2 2 2 5 4 8 996.298 24
brock800_2 2 2 5 4 8 1064.21 24
brock800_2 2 2 5 4 8 1020.15 24
brock400_1 1 1 3 2 2 236.032 27
brock800_3 2 2 5 4 8 796.353 25
brock800_3 2 2 5 4 8 885.39 25
brock800_3 2 2 5 4 8 883.969 25
brock800_3 2 2 5 4 8 866.449 25
brock800_3 2 2 5 4 8 1009.28 25
brock800_4 2 2 5 4 8 287.136 26
brock800_4 2 2 5 4 8 321.191 26
brock800_4 2 2 5 4 8 346.34 26
brock800_4 2 2 5 4 8 352.05 26
brock800_4 2 2 5 4 8 301.676 26
brock400_1 1 1 3 2 2 246.972 27
p_hat500-3 2 2 5 4 8 20.256 50
p_hat500-3 2 2 5 4 8 21.894 50
p_hat500-3 2 2 5 4 8 31.942 50
p_hat500-3 2 2 5 4 8 24.861 50
p_hat500-3 2 2 5 4 8 21.405 50
p_hat700-3 2 2 5 4 8 235.786 62
p_hat700-3 2 2 5 4 8 229.416 62
p_hat700-3 2 2 5 4 8 235.894 62
p_hat700-3 2 2 5 4 8 219.145 62
p_hat700-3 2 2 5 4 8 236.499 62
brock400_1 1 1 5 4 4 249.456 27
sanr200_0.9 2 2 5 4 8 10.658 42
sanr200_0.9 2 2 5 4 8 9.88 42
sanr200_0.9 2 2 5 4 8 16.948 42
sanr200_0.9 2 2 5 4 8 10.993 42
sanr200_0.9 2 2 5 4 8 10.861 42
sanr400_0.7 2 2 5 4 8 23.37 21
sanr400_0.7 2 2 5 4 8 22.965 21
sanr400_0.7 2 2 5 4 8 23.068 21
sanr400_0.7 2 2 5 4 8 23.608 21
sanr400_0.7 2 2 5 4 8 23.138 21
brock400_1 1 1 5 4 4 281.797 27
brock400_1 4 8 5 4 32 25.586 27
brock400_1 4 8 5 4 32 28.429 27
brock400_1 4 8 5 4 32 19.618 27
brock400_1 4 8 5 4 32 26.298 27
brock400_1 4 8 5 4 32 20.568 27
brock400_1 1 1 5 4 4 278.224 27
brock400_2 4 8 5 4 32 15.088 29
brock400_2 4 8 5 4 32 17.001 29
brock400_2 4 8 5 4 32 17.96 29
brock400_2 4 8 5 4 32 16.586 29
brock400_2 4 8 5 4 32 15.778 29
brock400_3 4 8 5 4 32 12.692 31
brock400_3 4 8 5 4 32 2.891 31
brock400_3 4 8 5 4 32 10.267 31
brock400_3 4 8 5 4 32 13.105 31
brock400_3 4 8 5 4 32 4.296 31
brock400_1 1 1 5 4 4 265.985 27
brock400_4 4 8 5 4 32 7.768 33
brock400_4 4 8 5 4 32 6.012 33
brock400_4 4 8 5 4 32 8.799 33
brock400_4 4 8 5 4 32 2.892 33
brock400_4 4 8 5 4 32 2.295 33
brock800_1 4 8 5 4 32 207.718 23
brock800_1 4 8 5 4 32 225.891 23
brock800_1 4 8 5 4 32 169.691 23
brock800_1 4 8 5 4 32 162.448 23
brock800_1 4 8 5 4 32 230.779 23
brock400_1 1 1 5 4 4 262.193 27
brock800_2 4 8 5 4 32 155.906 24
brock800_2 4 8 5 4 32 140.962 24
brock800_2 4 8 5 4 32 134.331 24
brock800_2 4 8 5 4 32 254.043 24
brock800_2 4 8 5 4 32 271.533 24
brock800_3 4 8 5 4 32 116.955 25
brock800_3 4 8 5 4 32 159.776 25
brock800_3 4 8 5 4 32 240.551 25
brock800_3 4 8 5 4 32 268.407 25
brock800_3 4 8 5 4 32 223.227 25
brock400_2 1 1 2 1 1 241.634 29
brock800_4 4 8 5 4 32 75.648 26
brock800_4 4 8 5 4 32 103.902 26
brock800_4 4 8 5 4 32 77.201 26
brock800_4 4 8 5 4 32 59.441 26
brock800_4 4 8 5 4 32 95.111 26
p_hat500-3 4 8 5 4 32 6.893 50
p_hat500-3 4 8 5 4 32 6.556 50
p_hat500-3 4 8 5 4 32 6.168 50
p_hat500-3 4 8 5 4 32 6.383 50
p_hat500-3 4 8 5 4 32 6.557 50
brock400_2 1 1 2 1 1 235.071 29
p_hat700-3 4 8 5 4 32 72.032 62
p_hat700-3 4 8 5 4 32 58.084 62
p_hat700-3 4 8 5 4 32 63.064 62
p_hat700-3 4 8 5 4 32 59.305 62
p_hat700-3 4 8 5 4 32 52.391 62
sanr200_0.9 4 8 5 4 32 2.219 42
sanr200_0.9 4 8 5 4 32 3.047 42
sanr200_0.9 4 8 5 4 32 3.79 42
sanr200_0.9 4 8 5 4 32 2.248 42
sanr200_0.9 4 8 5 4 32 2.322 42
brock400_2 1 1 2 1 1 240.856 29
sanr400_0.7 4 8 5 4 32 5.278 21
sanr400_0.7 4 8 5 4 32 5.151 21
sanr400_0.7 4 8 5 4 32 5.179 21
sanr400_0.7 4 8 5 4 32 5.123 21
sanr400_0.7 4 8 5 4 32 5.164 21
brock400_2 1 1 2 1 1 234.495 29
brock400_1 8 16 5 4 64 10.329 27
brock400_1 8 16 5 4 64 12.655 27
brock400_1 8 16 5 4 64 16.128 27
brock400_1 8 16 5 4 64 16.249 27
brock400_1 8 16 5 4 64 11.86 27
brock400_2 8 16 5 4 64 9.23 29
brock400_2 8 16 5 4 64 12.388 29
brock400_2 8 16 5 4 64 8.764 29
brock400_2 8 16 5 4 64 12.204 29
brock400_2 8 16 5 4 64 11.872 29
brock400_2 1 1 2 1 1 240.817 29
brock400_3 8 16 5 4 64 4.922 31
brock400_3 8 16 5 4 64 5.303 31
brock400_3 8 16 5 4 64 7.188 31
brock400_3 8 16 5 4 64 3.164 31
brock400_3 8 16 5 4 64 4.015 31
brock400_4 8 16 5 4 64 3.083 33
brock400_4 8 16 5 4 64 4.609 33
brock400_4 8 16 5 4 64 1.874 33
brock400_4 8 16 5 4 64 1.476 33
brock400_4 8 16 5 4 64 3.953 33
brock400_2 1 1 3 2 2 178.805 29
brock800_1 8 16 5 4 64 107.972 23
brock800_1 8 16 5 4 64 133.361 23
brock800_1 8 16 5 4 64 114.352 23
brock800_1 8 16 5 4 64 122.969 23
brock800_1 8 16 5 4 64 148.001 23
brock800_2 8 16 5 4 64 80.433 24
brock800_2 8 16 5 4 64 129.336 24
brock800_2 8 16 5 4 64 110.87 24
brock800_2 8 16 5 4 64 75.334 24
brock800_2 8 16 5 4 64 118.524 24
brock400_2 1 1 3 2 2 198.29 29
brock800_3 8 16 5 4 64 97.199 25
brock800_3 8 16 5 4 64 69.568 25
brock800_3 8 16 5 4 64 70.601 25
brock800_3 8 16 5 4 64 87.614 25
brock800_3 8 16 5 4 64 116.636 25
brock800_4 8 16 5 4 64 38.17 26
brock800_4 8 16 5 4 64 44.067 26
brock800_4 8 16 5 4 64 42.893 26
brock800_4 8 16 5 4 64 73.448 26
brock800_4 8 16 5 4 64 45.326 26
brock400_2 1 1 3 2 2 190.529 29
p_hat500-3 8 16 5 4 64 5.196 50
p_hat500-3 8 16 5 4 64 7.094 50
p_hat500-3 8 16 5 4 64 5.169 50
p_hat500-3 8 16 5 4 64 5.385 50
p_hat500-3 8 16 5 4 64 4.812 50
p_hat700-3 8 16 5 4 64 32.228 62
p_hat700-3 8 16 5 4 64 35.261 62
p_hat700-3 8 16 5 4 64 32.715 62
p_hat700-3 8 16 5 4 64 40.419 62
p_hat700-3 8 16 5 4 64 35.082 62
brock400_2 1 1 3 2 2 187.898 29
sanr200_0.9 8 16 5 4 64 1.424 42
sanr200_0.9 8 16 5 4 64 1.25 42
sanr200_0.9 8 16 5 4 64 1.341 42
sanr200_0.9 8 16 5 4 64 1.224 42
sanr200_0.9 8 16 5 4 64 1.318 42
sanr400_0.7 8 16 5 4 64 3.565 21
sanr400_0.7 8 16 5 4 64 3.942 21
sanr400_0.7 8 16 5 4 64 3.437 21
sanr400_0.7 8 16 5 4 64 4.219 21
sanr400_0.7 8 16 5 4 64 3.642 21
brock400_2 1 1 3 2 2 189.153 29
brock400_1 16 32 5 4 128 5.258 27
brock400_1 16 32 5 4 128 13.545 27
brock400_1 16 32 5 4 128 7.672 27
brock400_1 16 32 5 4 128 9.011 27
brock400_1 16 32 5 4 128 7.703 27
brock400_2 1 1 5 4 4 169.088 29
brock400_2 16 32 5 4 128 3.104 29
brock400_2 16 32 5 4 128 10.258 29
brock400_2 16 32 5 4 128 4.988 29
brock400_2 16 32 5 4 128 7.1 29
brock400_2 16 32 5 4 128 3.65 29
brock400_3 16 32 5 4 128 2.789 31
brock400_3 16 32 5 4 128 4.655 31
brock400_3 16 32 5 4 128 6.304 31
brock400_3 16 32 5 4 128 2.69 31
brock400_3 16 32 5 4 128 7.496 31
brock400_2 1 1 5 4 4 180.84 29
brock400_4 16 32 5 4 128 5.574 33
brock400_4 16 32 5 4 128 2.219 33
brock400_4 16 32 5 4 128 2.526 33
brock400_4 16 32 5 4 128 3.659 33
brock400_4 16 32 5 4 128 2.502 33
brock800_1 16 32 5 4 128 67.272 23
brock800_1 16 32 5 4 128 60.392 23
brock800_1 16 32 5 4 128 47.731 23
brock800_1 16 32 5 4 128 89.757 23
brock800_1 16 32 5 4 128 57.37 23
brock400_2 1 1 5 4 4 167.97 29
brock800_2 16 32 5 4 128 61.964 24
brock800_2 16 32 5 4 128 43.093 24
brock800_2 16 32 5 4 128 66.991 24
brock800_2 16 32 5 4 128 73.996 24
brock800_2 16 32 5 4 128 117.335 24
brock800_3 16 32 5 4 128 51.719 25
brock800_3 16 32 5 4 128 60.675 25
brock800_3 16 32 5 4 128 79.334 25
brock800_3 16 32 5 4 128 53.533 25
brock800_3 16 32 5 4 128 64.34 25
brock400_2 1 1 5 4 4 174.737 29
brock800_4 16 32 5 4 128 22.357 26
brock800_4 16 32 5 4 128 22.754 26
brock800_4 16 32 5 4 128 29.536 26
brock800_4 16 32 5 4 128 39.285 26
brock800_4 16 32 5 4 128 99.503 26
p_hat500-3 16 32 5 4 128 5.263 50
p_hat500-3 16 32 5 4 128 3.876 50
p_hat500-3 16 32 5 4 128 5.938 50
p_hat500-3 16 32 5 4 128 4.849 50
p_hat500-3 16 32 5 4 128 6.043 50
brock400_2 1 1 5 4 4 175.077 29
p_hat700-3 16 32 5 4 128 23.495 62
p_hat700-3 16 32 5 4 128 27.702 62
p_hat700-3 16 32 5 4 128 28.001 62
p_hat700-3 16 32 5 4 128 31.233 62
p_hat700-3 16 32 5 4 128 33.634 62
sanr200_0.9 16 32 5 4 128 1.163 42
sanr200_0.9 16 32 5 4 128 1.118 42
sanr200_0.9 16 32 5 4 128 0.791 42
sanr200_0.9 16 32 5 4 128 2.722 42
sanr200_0.9 16 32 5 4 128 1.045 42
brock400_3 1 1 2 1 1 195.242 31
sanr400_0.7 16 32 5 4 128 2.774 21
sanr400_0.7 16 32 5 4 128 2.733 21
sanr400_0.7 16 32 5 4 128 2.85 21
sanr400_0.7 16 32 5 4 128 2.975 21
sanr400_0.7 16 32 5 4 128 2.521 21
brock400_3 1 1 2 1 1 190.592 31
brock400_1 17 50 5 4 200 4.792 27
brock400_1 17 50 5 4 200 12.429 27
brock400_1 17 50 5 4 200 7.525 27
brock400_1 17 50 5 4 200 4.066 27
brock400_1 17 50 5 4 200 5.685 27
brock400_2 17 50 5 4 200 4.694 29
brock400_2 17 50 5 4 200 2.663 29
brock400_2 17 50 5 4 200 2.417 29
brock400_2 17 50 5 4 200 8.553 29
brock400_2 17 50 5 4 200 12.32 29
brock400_3 1 1 2 1 1 185.369 31
brock400_3 17 50 5 4 200 8.458 31
brock400_3 17 50 5 4 200 2.513 31
brock400_3 17 50 5 4 200 9.683 31
brock400_3 17 50 5 4 200 2.43 31
brock400_3 17 50 5 4 200 3.145 31
brock400_4 17 50 5 4 200 6.589 33
brock400_4 17 50 5 4 200 3.069 33
brock400_4 17 50 5 4 200 3.116 33
brock400_4 17 50 5 4 200 2.303 33
brock400_4 17 50 5 4 200 3.006 33
brock400_3 1 1 2 1 1 191.862 31
brock800_1 17 50 5 4 200 43.845 23
brock800_1 17 50 5 4 200 52.667 23
brock800_1 17 50 5 4 200 83.601 23
brock800_1 17 50 5 4 200 54.164 23
brock800_1 17 50 5 4 200 58.996 23
brock800_2 17 50 5 4 200 42.156 24
brock800_2 17 50 5 4 200 94.537 24
brock800_2 17 50 5 4 200 42.715 24
brock800_2 17 50 5 4 200 57.047 24
brock800_2 17 50 5 4 200 97.154 24
brock400_3 1 1 2 1 1 193.891 31
brock800_3 17 50 5 4 200 50.741 25
brock800_3 17 50 5 4 200 55.545 25
brock800_3 17 50 5 4 200 34.96 25
brock800_3 17 50 5 4 200 47.591 25
brock800_3 17 50 5 4 200 52.004 25
brock800_4 17 50 5 4 200 19.79 26
brock800_4 17 50 5 4 200 40.8 26
brock800_4 17 50 5 4 200 29.799 26
brock800_4 17 50 5 4 200 59.128 26
brock800_4 17 50 5 4 200 56.159 26
brock400_3 1 1 3 2 2 154.817 31
p_hat500-3 17 50 5 4 200 5.506 50
p_hat500-3 17 50 5 4 200 4.229 50
p_hat500-3 17 50 5 4 200 5.472 50
p_hat500-3 17 50 5 4 200 7.337 50
p_hat500-3 17 50 5 4 200 7.82 50
p_hat700-3 17 50 5 4 200 17.703 62
p_hat700-3 17 50 5 4 200 18.928 62
p_hat700-3 17 50 5 4 200 26.616 62
p_hat700-3 17 50 5 4 200 22.634 62
p_hat700-3 17 50 5 4 200 22.481 62
brock400_3 1 1 3 2 2 138.05 31
sanr200_0.9 17 50 5 4 200 1.283 42
sanr200_0.9 17 50 5 4 200 2.911 42
sanr200_0.9 17 50 5 4 200 2.827 42
sanr200_0.9 17 50 5 4 200 0.928 42
sanr200_0.9 17 50 5 4 200 1.827 42
sanr400_0.7 17 50 5 4 200 2.933 21
sanr400_0.7 17 50 5 4 200 4.193 21
sanr400_0.7 17 50 5 4 200 3.241 21
sanr400_0.7 17 50 5 4 200 4.681 21
sanr400_0.7 17 50 5 4 200 3.677 21
brock400_3 1 1 3 2 2 148.108 31
brock400_3 1 1 3 2 2 145.733 31
brock400_3 1 1 3 2 2 154.137 31
brock400_3 1 1 5 4 4 142.127 31
brock400_3 1 1 5 4 4 150.318 31
brock400_3 1 1 5 4 4 148.875 31
brock400_3 1 1 5 4 4 136.912 31
brock400_3 1 1 5 4 4 162.352 31
brock400_4 1 1 2 1 1 88.378 33
brock400_4 1 1 2 1 1 94.905 33
brock400_4 1 1 2 1 1 96.792 33
brock400_4 1 1 2 1 1 93.415 33
brock400_4 1 1 2 1 1 97.467 33
brock400_4 1 1 3 2 2 76.767 33
brock400_4 1 1 3 2 2 77.007 33
brock400_4 1 1 3 2 2 87.643 33
brock400_4 1 1 3 2 2 75.258 33
brock400_4 1 1 3 2 2 81.266 33
brock400_4 1 1 5 4 4 60.472 33
brock400_4 1 1 5 4 4 70.627 33
brock400_4 1 1 5 4 4 77.15 33
brock400_4 1 1 5 4 4 71.76 33
brock400_4 1 1 5 4 4 66.336 33
brock800_1 1 1 3 2 2 2741.57 23
brock800_1 1 1 3 2 2 2720.18 23
brock800_1 1 1 3 2 2 2749.28 23
brock800_1 1 1 3 2 2 2758.23 23
brock800_1 1 1 3 2 2 2704.06 23
brock800_1 1 1 5 4 4 2671.51 23
brock800_1 1 1 5 4 4 2567.28 23
brock800_1 1 1 5 4 4 2747.97 23
brock800_1 1 1 5 4 4 2523.09 23
brock800_1 1 1 5 4 4 2721.05 23
brock800_2 1 1 3 2 2 2875.32 24
brock800_2 1 1 3 2 2 2771.13 24
brock800_2 1 1 3 2 2 2812.79 24
brock800_2 1 1 3 2 2 2895.38 24
brock800_2 1 1 3 2 2 2974.66 24
p_hat1000-2 1 1 2 1 1 147.834 46
p_hat1000-2 1 1 2 1 1 147.646 46
p_hat1000-2 1 1 5 4 4 114.479 46
p_hat1000-2 1 1 5 4 4 114.937 46
p_hat1000-2 1 1 5 4 4 118.584 46
p_hat1000-2 1 1 5 4 4 110.246 46
p_hat1000-2 1 1 5 4 4 113.185 46
p_hat1000-2 2 2 5 4 8 27.925 46
p_hat1000-2 2 2 5 4 8 29.732 46
p_hat1000-2 2 2 5 4 8 31.188 46
p_hat1000-2 2 2 5 4 8 37.339 46
p_hat1000-2 2 2 5 4 8 33.432 46
p_hat1000-2 1 1 2 1 1 147.471 46
p_hat1000-2 4 8 5 4 32 8.615 46
p_hat1000-2 4 8 5 4 32 7.482 46
p_hat1000-2 4 8 5 4 32 7.926 46
p_hat1000-2 4 8 5 4 32 7.383 46
p_hat1000-2 4 8 5 4 32 8.013 46
p_hat1000-2 8 16 5 4 64 7.337 46
p_hat1000-2 8 16 5 4 64 7.01 46
p_hat1000-2 8 16 5 4 64 9.385 46
p_hat1000-2 8 16 5 4 64 19.033 46
p_hat1000-2 8 16 5 4 64 6.135 46
p_hat1000-2 1 1 2 1 1 148.135 46
p_hat1000-2 16 32 5 4 128 17.652 46
p_hat1000-2 16 32 5 4 128 10.896 46
p_hat1000-2 16 32 5 4 128 13.624 46
p_hat1000-2 16 32 5 4 128 10.497 46
p_hat1000-2 16 32 5 4 128 17.992 46
p_hat1000-2 17 50 5 4 200 9.064 46
p_hat1000-2 17 50 5 4 200 15.954 46
p_hat1000-2 17 50 5 4 200 11.287 46
p_hat1000-2 17 50 5 4 200 11.981 46
p_hat1000-2 17 50 5 4 200 7.58 46
p_hat1000-2 1 1 2 1 1 149.949 46
p_hat1000-2 1 1 3 2 2 85.054 46
p_hat1000-2 1 1 3 2 2 86.448 46
p_hat1000-2 1 1 3 2 2 85.377 46
p_hat1000-2 1 1 3 2 2 88.811 46
p_hat1000-2 1 1 3 2 2 84.961 46
brock800_1 1 1 2 1 1 3641.16 23
brock800_1 1 1 2 1 1 3650.2 23
brock800_1 1 1 2 1 1 3630.4 23
brock800_1 1 1 2 1 1 3624.15 23
brock800_1 1 1 2 1 1 3632.03 23
brock800_2 1 1 2 1 1 3689.89 24
brock800_2 1 1 2 1 1 3670.66 24
brock800_2 1 1 2 1 1 3698.27 24
brock800_2 1 1 2 1 1 3705.78 24
brock800_2 1 1 2 1 1 3660.37 24
