instance hosts processes schedulers cores totalWorkers runtime
brock800_4 16 32 4 5 128 171.144099362
brock800_4 16 32 4 5 128 172.318979007
brock800_4 16 32 4 5 128 175.140444072
brock800_4 16 32 4 5 128 190.943257123
brock800_4 16 32 4 5 128 68.181379889
brock800_4 16 32 4 5 128 95.742192996
brock800_4 17 50 4 5 200 132.210211637
brock800_4 17 50 4 5 200 133.946835654
brock800_4 17 50 4 5 200 136.122275412
brock800_4 17 50 4 5 200 137.951381532
brock800_4 17 50 4 5 200 139.551671095
brock800_4 17 50 4 5 200 145.242651144
brock800_4 17 50 4 5 200 146.055147783
brock800_4 17 50 4 5 200 152.748146844
brock800_4 17 50 4 5 200 154.827814912
brock800_4 17 50 4 5 200 28.535109509
# MANN_a45 1 1 1 2 1 299.308327465
# MANN_a45 1 1 1 2 1 299.480139385
# MANN_a45 1 1 1 2 1 301.269529891
# MANN_a45 1 1 1 2 1 305.597684511
# MANN_a45 1 1 1 2 1 305.795170543
# MANN_a45 1 1 1 2 1 306.287401623
# MANN_a45 1 1 1 2 1 310.239811836
# MANN_a45 1 1 1 2 1 312.017670246
# MANN_a45 1 1 1 2 1 313.514898154
# MANN_a45 1 1 1 2 1 315.16738854
# MANN_a45 1 1 2 3 2 146.178796206
# MANN_a45 1 1 2 3 2 163.698462545
# MANN_a45 1 1 2 3 2 164.920766844
# MANN_a45 1 1 2 3 2 166.128323728
# MANN_a45 1 1 2 3 2 168.46095212
# MANN_a45 1 1 2 3 2 169.51607798
# MANN_a45 1 1 2 3 2 170.761560576
# MANN_a45 1 1 2 3 2 173.071506888
# MANN_a45 1 1 2 3 2 178.683876641
# MANN_a45 1 1 2 3 2 179.100942182
# MANN_a45 1 1 4 5 4 86.807152778
# MANN_a45 1 1 4 5 4 87.999260934
# MANN_a45 1 1 4 5 4 92.923716445
# MANN_a45 1 1 4 5 4 93.542594244
# MANN_a45 1 1 4 5 4 93.805025383
# MANN_a45 1 1 4 5 4 93.979471697
# MANN_a45 1 1 4 5 4 95.114479425
# MANN_a45 1 1 4 5 4 95.301394599
# MANN_a45 1 1 4 5 4 95.885795145
# MANN_a45 1 1 4 5 4 96.927362136
# MANN_a45 2 2 4 5 8 48.754110515
# MANN_a45 2 2 4 5 8 48.755625826
# MANN_a45 2 2 4 5 8 49.707986173
# MANN_a45 2 2 4 5 8 50.081884676
# MANN_a45 2 2 4 5 8 50.43480071
# MANN_a45 2 2 4 5 8 51.009970307
# MANN_a45 2 2 4 5 8 51.850653763
# MANN_a45 2 2 4 5 8 51.942539856
# MANN_a45 2 2 4 5 8 53.534215198
# MANN_a45 2 2 4 5 8 53.733085586
# MANN_a45 4 8 4 5 32 21.621407298
# MANN_a45 4 8 4 5 32 21.907201457
# MANN_a45 4 8 4 5 32 22.7421082
# MANN_a45 4 8 4 5 32 23.203475307
# MANN_a45 4 8 4 5 32 23.912470412
# MANN_a45 4 8 4 5 32 24.011697313
# MANN_a45 4 8 4 5 32 24.492872777
# MANN_a45 4 8 4 5 32 24.71109675
# MANN_a45 4 8 4 5 32 25.245427285
# MANN_a45 4 8 4 5 32 25.378630552
# MANN_a45 8 16 4 5 64 18.769633218
# MANN_a45 8 16 4 5 64 18.872278727
# MANN_a45 8 16 4 5 64 18.941535802
# MANN_a45 8 16 4 5 64 19.128489191
# MANN_a45 8 16 4 5 64 19.225323179
# MANN_a45 8 16 4 5 64 19.408456357
# MANN_a45 8 16 4 5 64 19.503712301
# MANN_a45 8 16 4 5 64 19.95403347
# MANN_a45 8 16 4 5 64 20.253295358
# MANN_a45 8 16 4 5 64 20.46739343
# MANN_a45 16 32 4 5 128 18.28853415
# MANN_a45 16 32 4 5 128 18.336027318
# MANN_a45 16 32 4 5 128 18.435750713
# MANN_a45 16 32 4 5 128 18.517415161
# MANN_a45 16 32 4 5 128 18.737425549
# MANN_a45 16 32 4 5 128 18.837520971
# MANN_a45 16 32 4 5 128 18.862699817
# MANN_a45 16 32 4 5 128 18.920679109
# MANN_a45 16 32 4 5 128 19.395221344
# MANN_a45 16 32 4 5 128 19.819169686
# MANN_a45 17 50 4 5 200 18.394770006
# MANN_a45 17 50 4 5 200 18.555427728
# MANN_a45 17 50 4 5 200 18.587531812
# MANN_a45 17 50 4 5 200 18.959806159
# MANN_a45 17 50 4 5 200 18.966007752
# MANN_a45 17 50 4 5 200 19.036431056
# MANN_a45 17 50 4 5 200 19.220817778
# MANN_a45 17 50 4 5 200 19.243456094
# MANN_a45 17 50 4 5 200 19.304674194
# MANN_a45 17 50 4 5 200 19.87172059
p_hat1000-2 1 1 1 2 1 283.227789144
p_hat1000-2 1 1 1 2 1 287.426751613
p_hat1000-2 1 1 1 2 1 292.113218992
p_hat1000-2 1 1 1 2 1 294.759557177
p_hat1000-2 1 1 1 2 1 299.828182207
p_hat1000-2 1 1 1 2 1 300.967150691
p_hat1000-2 1 1 1 2 1 302.217045609
p_hat1000-2 1 1 1 2 1 303.276022721
p_hat1000-2 1 1 1 2 1 303.909793817
p_hat1000-2 1 1 1 2 1 304.488057135
p_hat1000-2 1 1 2 3 2 156.840696136
p_hat1000-2 1 1 2 3 2 158.164475007
p_hat1000-2 1 1 2 3 2 158.858031565
p_hat1000-2 1 1 2 3 2 158.969838046
p_hat1000-2 1 1 2 3 2 159.05546421
p_hat1000-2 1 1 2 3 2 159.521174944
p_hat1000-2 1 1 2 3 2 160.659355517
p_hat1000-2 1 1 2 3 2 163.760537274
p_hat1000-2 1 1 2 3 2 163.795773925
p_hat1000-2 1 1 2 3 2 164.45828555
p_hat1000-2 1 1 4 5 4 88.81505836
p_hat1000-2 1 1 4 5 4 88.964704828
p_hat1000-2 1 1 4 5 4 89.078620263
p_hat1000-2 1 1 4 5 4 89.203519158
p_hat1000-2 1 1 4 5 4 89.441356097
p_hat1000-2 1 1 4 5 4 89.48353904
p_hat1000-2 1 1 4 5 4 89.576571295
p_hat1000-2 1 1 4 5 4 89.628023582
p_hat1000-2 1 1 4 5 4 89.706155344
p_hat1000-2 1 1 4 5 4 93.101236946
p_hat1000-2 2 2 4 5 8 46.052327095
p_hat1000-2 2 2 4 5 8 46.493612509
p_hat1000-2 2 2 4 5 8 46.776048739
p_hat1000-2 2 2 4 5 8 47.071325924
p_hat1000-2 2 2 4 5 8 47.271314218
p_hat1000-2 2 2 4 5 8 47.366713451
p_hat1000-2 2 2 4 5 8 47.68437187
p_hat1000-2 2 2 4 5 8 47.984842046
p_hat1000-2 2 2 4 5 8 49.116903051
p_hat1000-2 2 2 4 5 8 49.310369998
p_hat1000-2 4 8 4 5 32 13.507366527
p_hat1000-2 4 8 4 5 32 13.513678388
p_hat1000-2 4 8 4 5 32 13.575475912
p_hat1000-2 4 8 4 5 32 13.890482302
p_hat1000-2 4 8 4 5 32 13.990290296
p_hat1000-2 4 8 4 5 32 13.994316585
p_hat1000-2 4 8 4 5 32 14.235210465
p_hat1000-2 4 8 4 5 32 14.262423334
p_hat1000-2 4 8 4 5 32 16.868133283
p_hat1000-2 4 8 4 5 32 18.413704548
p_hat1000-2 8 16 4 5 64 7.463749329
p_hat1000-2 8 16 4 5 64 7.58853746
p_hat1000-2 8 16 4 5 64 7.64285908
p_hat1000-2 8 16 4 5 64 7.701119036
p_hat1000-2 8 16 4 5 64 7.842816773
p_hat1000-2 8 16 4 5 64 7.8477043
p_hat1000-2 8 16 4 5 64 7.955863922
p_hat1000-2 8 16 4 5 64 7.979052687
p_hat1000-2 8 16 4 5 64 7.991968535
p_hat1000-2 8 16 4 5 64 8.358262864
p_hat1000-2 16 32 4 5 128 4.514914433
p_hat1000-2 16 32 4 5 128 4.713236616
p_hat1000-2 16 32 4 5 128 4.770386555
p_hat1000-2 16 32 4 5 128 5.003735476
p_hat1000-2 16 32 4 5 128 5.164856747
p_hat1000-2 16 32 4 5 128 5.179483187
p_hat1000-2 16 32 4 5 128 5.29747412
p_hat1000-2 16 32 4 5 128 5.313566193
p_hat1000-2 16 32 4 5 128 5.321444216
p_hat1000-2 16 32 4 5 128 5.408958282
p_hat1000-2 17 50 4 5 200 4.230577333
p_hat1000-2 17 50 4 5 200 4.379104314
p_hat1000-2 17 50 4 5 200 4.434602733
p_hat1000-2 17 50 4 5 200 4.529673286
p_hat1000-2 17 50 4 5 200 4.557535321
p_hat1000-2 17 50 4 5 200 4.634290766
p_hat1000-2 17 50 4 5 200 4.824897173
p_hat1000-2 17 50 4 5 200 4.828626867
p_hat1000-2 17 50 4 5 200 4.899595793
p_hat1000-2 17 50 4 5 200 5.086085143
p_hat500-3 1 1 1 2 1 162.775430261
p_hat500-3 1 1 1 2 1 162.912985403
p_hat500-3 1 1 1 2 1 165.46588984
p_hat500-3 1 1 1 2 1 167.148379824
p_hat500-3 1 1 1 2 1 167.492481599
p_hat500-3 1 1 1 2 1 170.276102989
p_hat500-3 1 1 1 2 1 171.271011578
p_hat500-3 1 1 1 2 1 171.631020755
p_hat500-3 1 1 1 2 1 172.253436665
p_hat500-3 1 1 1 2 1 176.292897781
p_hat500-3 1 1 2 3 2 103.24799324
p_hat500-3 1 1 2 3 2 104.958847601
p_hat500-3 1 1 2 3 2 91.396091542
p_hat500-3 1 1 2 3 2 92.535961038
p_hat500-3 1 1 2 3 2 93.0074315
p_hat500-3 1 1 2 3 2 93.42139382
p_hat500-3 1 1 2 3 2 93.739884387
p_hat500-3 1 1 2 3 2 95.012647028
p_hat500-3 1 1 2 3 2 96.094201839
p_hat500-3 1 1 2 3 2 99.105852809
p_hat500-3 1 1 4 5 4 50.261731533
p_hat500-3 1 1 4 5 4 50.688295351
p_hat500-3 1 1 4 5 4 52.604849145
p_hat500-3 1 1 4 5 4 52.693733187
p_hat500-3 1 1 4 5 4 53.266263581
p_hat500-3 1 1 4 5 4 53.384019201
p_hat500-3 1 1 4 5 4 54.208113312
p_hat500-3 1 1 4 5 4 54.80240514
p_hat500-3 1 1 4 5 4 55.075157927
p_hat500-3 1 1 4 5 4 58.796398623
p_hat500-3 2 2 4 5 8 26.897224933
p_hat500-3 2 2 4 5 8 27.194917578
p_hat500-3 2 2 4 5 8 27.22556177
p_hat500-3 2 2 4 5 8 27.639491123
p_hat500-3 2 2 4 5 8 27.887911963
p_hat500-3 2 2 4 5 8 28.206148603
p_hat500-3 2 2 4 5 8 28.272337118
p_hat500-3 2 2 4 5 8 28.723275462
p_hat500-3 2 2 4 5 8 28.828669661
p_hat500-3 2 2 4 5 8 29.069383119
p_hat500-3 4 8 4 5 32 7.548674665
p_hat500-3 4 8 4 5 32 7.872637767
p_hat500-3 4 8 4 5 32 8.247712541
p_hat500-3 4 8 4 5 32 8.331472672
p_hat500-3 4 8 4 5 32 8.348874555
p_hat500-3 4 8 4 5 32 8.419301557
p_hat500-3 4 8 4 5 32 8.592234526
p_hat500-3 4 8 4 5 32 8.684208914
p_hat500-3 4 8 4 5 32 8.781192678
p_hat500-3 4 8 4 5 32 9.219587745
p_hat500-3 8 16 4 5 64 4.469020011
p_hat500-3 8 16 4 5 64 4.636344559
p_hat500-3 8 16 4 5 64 4.789406827
p_hat500-3 8 16 4 5 64 4.827396701
p_hat500-3 8 16 4 5 64 4.928086276
p_hat500-3 8 16 4 5 64 4.975420739
p_hat500-3 8 16 4 5 64 5.124883228
p_hat500-3 8 16 4 5 64 5.217048843
p_hat500-3 8 16 4 5 64 53.861455843
p_hat500-3 8 16 4 5 64 5.973796921
p_hat500-3 16 32 4 5 128 3.067392044
p_hat500-3 16 32 4 5 128 3.28485783
p_hat500-3 16 32 4 5 128 3.39206995
p_hat500-3 16 32 4 5 128 3.503729075
p_hat500-3 16 32 4 5 128 3.565178999
p_hat500-3 16 32 4 5 128 3.59114012
p_hat500-3 16 32 4 5 128 3.620468413
p_hat500-3 16 32 4 5 128 3.699225364
p_hat500-3 16 32 4 5 128 3.893349181
p_hat500-3 16 32 4 5 128 50.078467103
p_hat500-3 17 50 4 5 200 3.047947281
p_hat500-3 17 50 4 5 200 3.148408458
p_hat500-3 17 50 4 5 200 3.187103808
p_hat500-3 17 50 4 5 200 3.296564199
p_hat500-3 17 50 4 5 200 3.414192719
p_hat500-3 17 50 4 5 200 3.4331754
p_hat500-3 17 50 4 5 200 3.45845318
p_hat500-3 17 50 4 5 200 3.528032494
p_hat500-3 17 50 4 5 200 3.654919683
p_hat500-3 17 50 4 5 200 52.691484456
p_hat700-3 1 1 1 2 1 2208.66361895
p_hat700-3 1 1 1 2 1 2213.842768997
p_hat700-3 1 1 1 2 1 2216.515831064
p_hat700-3 1 1 1 2 1 2247.478929957
p_hat700-3 1 1 1 2 1 2251.820646603
p_hat700-3 1 1 1 2 1 2259.069668714
p_hat700-3 1 1 1 2 1 2262.835470445
p_hat700-3 1 1 1 2 1 2285.410425862
p_hat700-3 1 1 1 2 1 2322.800850735
p_hat700-3 1 1 1 2 1 2333.135926047
p_hat700-3 1 1 2 3 2 1195.23325525
p_hat700-3 1 1 2 3 2 1197.922500277
p_hat700-3 1 1 2 3 2 1198.521522187
p_hat700-3 1 1 2 3 2 1207.264969368
p_hat700-3 1 1 2 3 2 1220.848520363
p_hat700-3 1 1 2 3 2 1226.672614897
p_hat700-3 1 1 2 3 2 1253.912052589
p_hat700-3 1 1 2 3 2 1267.055180656
p_hat700-3 1 1 2 3 2 1285.619929268
p_hat700-3 1 1 2 3 2 1291.039826421
p_hat700-3 1 1 4 5 4 655.348968967
p_hat700-3 1 1 4 5 4 664.997072735
p_hat700-3 1 1 4 5 4 674.026677615
p_hat700-3 1 1 4 5 4 678.133968893
p_hat700-3 1 1 4 5 4 681.52546723
p_hat700-3 1 1 4 5 4 682.493021051
p_hat700-3 1 1 4 5 4 687.317781099
p_hat700-3 1 1 4 5 4 690.581019936
p_hat700-3 1 1 4 5 4 718.595411352
p_hat700-3 1 1 4 5 4 816.687925477
p_hat700-3 2 2 4 5 8 336.775990344
p_hat700-3 2 2 4 5 8 337.691285679
p_hat700-3 2 2 4 5 8 340.103721075
p_hat700-3 2 2 4 5 8 340.364129988
p_hat700-3 2 2 4 5 8 340.463329902
p_hat700-3 2 2 4 5 8 341.533100827
p_hat700-3 2 2 4 5 8 342.220335097
p_hat700-3 2 2 4 5 8 349.099600328
p_hat700-3 2 2 4 5 8 349.667039568
p_hat700-3 2 2 4 5 8 355.733247749
p_hat700-3 4 8 4 5 32 86.259423715
p_hat700-3 4 8 4 5 32 87.003459572
p_hat700-3 4 8 4 5 32 87.148430946
p_hat700-3 4 8 4 5 32 87.312580698
p_hat700-3 4 8 4 5 32 87.829194876
p_hat700-3 4 8 4 5 32 87.946373991
p_hat700-3 4 8 4 5 32 88.876922338
p_hat700-3 4 8 4 5 32 88.90382088
p_hat700-3 4 8 4 5 32 89.113328095
p_hat700-3 4 8 4 5 32 90.62914116
p_hat700-3 8 16 4 5 64 44.494066903
p_hat700-3 8 16 4 5 64 45.130188851
p_hat700-3 8 16 4 5 64 46.589698738
p_hat700-3 8 16 4 5 64 46.760769023
p_hat700-3 8 16 4 5 64 47.495072942
p_hat700-3 8 16 4 5 64 47.726734435
p_hat700-3 8 16 4 5 64 47.87335926
p_hat700-3 8 16 4 5 64 48.342889066
p_hat700-3 8 16 4 5 64 48.833319311
p_hat700-3 8 16 4 5 64 49.527094709
p_hat700-3 16 32 4 5 128 26.160331209
p_hat700-3 16 32 4 5 128 26.376119157
p_hat700-3 16 32 4 5 128 26.451462159
p_hat700-3 16 32 4 5 128 26.514245829
p_hat700-3 16 32 4 5 128 26.617229517
p_hat700-3 16 32 4 5 128 26.796173611
p_hat700-3 16 32 4 5 128 26.888817828
p_hat700-3 16 32 4 5 128 27.236777738
p_hat700-3 16 32 4 5 128 27.245121312
p_hat700-3 16 32 4 5 128 28.051854625
p_hat700-3 17 50 4 5 200 21.274107656
p_hat700-3 17 50 4 5 200 21.418983231
p_hat700-3 17 50 4 5 200 21.424624976
p_hat700-3 17 50 4 5 200 21.581759097
p_hat700-3 17 50 4 5 200 21.646171765
p_hat700-3 17 50 4 5 200 21.730606715
p_hat700-3 17 50 4 5 200 21.797320026
p_hat700-3 17 50 4 5 200 21.927377841
p_hat700-3 17 50 4 5 200 22.00716933
p_hat700-3 17 50 4 5 200 22.244942909
sanr200_0.9 1 1 2 3 2 38.872268796
sanr200_0.9 1 1 2 3 2 59.018005591
sanr200_0.9 1 1 2 3 2 61.788212451
sanr200_0.9 1 1 2 3 2 62.626031477
sanr200_0.9 1 1 2 3 2 63.392137324
sanr200_0.9 1 1 2 3 2 63.925308759
sanr200_0.9 1 1 2 3 2 65.336021648
sanr200_0.9 1 1 2 3 2 66.267193428
sanr200_0.9 1 1 2 3 2 69.487171817
sanr200_0.9 1 1 2 3 2 69.842133238
sanr200_0.9 1 1 4 5 4 22.155381793
sanr200_0.9 1 1 4 5 4 32.320087017
sanr200_0.9 1 1 4 5 4 34.598236571
sanr200_0.9 1 1 4 5 4 34.887014833
sanr200_0.9 1 1 4 5 4 35.409397953
sanr200_0.9 1 1 4 5 4 36.205259611
sanr200_0.9 1 1 4 5 4 37.291528184
sanr200_0.9 1 1 4 5 4 38.531588217
sanr200_0.9 1 1 4 5 4 39.935828342
sanr200_0.9 1 1 4 5 4 44.193154804
sanr200_0.9 1 1 1 2 1 105.848674413
sanr200_0.9 1 1 1 2 1 106.840787301
sanr200_0.9 1 1 1 2 1 107.051219009
sanr200_0.9 1 1 1 2 1 107.260511623
sanr200_0.9 1 1 1 2 1 108.743364229
sanr200_0.9 1 1 1 2 1 109.50799902
sanr200_0.9 1 1 1 2 1 109.754442106
sanr200_0.9 1 1 1 2 1 110.02959194
sanr200_0.9 1 1 1 2 1 111.263399471
sanr200_0.9 1 1 1 2 1 111.67700678
sanr200_0.9 2 2 4 5 8 11.319026434
sanr200_0.9 2 2 4 5 8 11.615079088
sanr200_0.9 2 2 4 5 8 11.685108906
sanr200_0.9 2 2 4 5 8 16.981783843
sanr200_0.9 2 2 4 5 8 17.139260474
sanr200_0.9 2 2 4 5 8 18.44516426
sanr200_0.9 2 2 4 5 8 18.607168886
sanr200_0.9 2 2 4 5 8 19.348970786
sanr200_0.9 2 2 4 5 8 19.386641173
sanr200_0.9 2 2 4 5 8 21.855619135
sanr200_0.9 4 8 4 5 32 4.846980211
sanr200_0.9 4 8 4 5 32 5.765467301
sanr200_0.9 4 8 4 5 32 5.831349668
sanr200_0.9 4 8 4 5 32 5.972910409
sanr200_0.9 4 8 4 5 32 6.022351447
sanr200_0.9 4 8 4 5 32 6.319309318
sanr200_0.9 4 8 4 5 32 6.345171773
sanr200_0.9 4 8 4 5 32 6.401442356
sanr200_0.9 4 8 4 5 32 6.450549634
sanr200_0.9 4 8 4 5 32 6.77524582
sanr200_0.9 8 16 4 5 64 2.577004485
sanr200_0.9 8 16 4 5 64 3.35407894
sanr200_0.9 8 16 4 5 64 3.393934698
sanr200_0.9 8 16 4 5 64 3.428401408
sanr200_0.9 8 16 4 5 64 3.560369099
sanr200_0.9 8 16 4 5 64 3.636619511
sanr200_0.9 8 16 4 5 64 3.678957518
sanr200_0.9 8 16 4 5 64 4.023020949
sanr200_0.9 8 16 4 5 64 4.088099904
sanr200_0.9 8 16 4 5 64 4.328896481
sanr200_0.9 16 32 4 5 128 2.041597692
sanr200_0.9 16 32 4 5 128 2.364793925
sanr200_0.9 16 32 4 5 128 2.485202039
sanr200_0.9 16 32 4 5 128 2.536073603
sanr200_0.9 16 32 4 5 128 2.580289973
sanr200_0.9 16 32 4 5 128 2.601259794
sanr200_0.9 16 32 4 5 128 2.73743732
sanr200_0.9 16 32 4 5 128 2.739442599
sanr200_0.9 16 32 4 5 128 2.74108771
sanr200_0.9 16 32 4 5 128 2.937018882
sanr200_0.9 17 50 4 5 200 2.065147248
sanr200_0.9 17 50 4 5 200 2.308610478
sanr200_0.9 17 50 4 5 200 2.342676721
sanr200_0.9 17 50 4 5 200 2.402198415
sanr200_0.9 17 50 4 5 200 2.489839186
sanr200_0.9 17 50 4 5 200 2.49200124
sanr200_0.9 17 50 4 5 200 2.581556774
sanr200_0.9 17 50 4 5 200 2.583483722
sanr200_0.9 17 50 4 5 200 2.65789028
sanr200_0.9 17 50 4 5 200 2.724754926
sanr400_0.7 1 1 2 3 2 146.762046228
sanr400_0.7 1 1 2 3 2 150.64833751
sanr400_0.7 1 1 2 3 2 151.174860257
sanr400_0.7 1 1 2 3 2 157.003470606
sanr400_0.7 1 1 2 3 2 157.110092252
sanr400_0.7 1 1 2 3 2 159.215467184
sanr400_0.7 1 1 2 3 2 160.433563378
sanr400_0.7 1 1 2 3 2 161.820607369
sanr400_0.7 1 1 2 3 2 162.597879905
sanr400_0.7 1 1 2 3 2 164.146834956
sanr400_0.7 1 1 4 5 4 80.67927485
sanr400_0.7 1 1 4 5 4 82.624331443
sanr400_0.7 1 1 4 5 4 84.088982039
sanr400_0.7 1 1 4 5 4 84.984526152
sanr400_0.7 1 1 4 5 4 87.801056796
sanr400_0.7 1 1 4 5 4 88.14946042
sanr400_0.7 1 1 4 5 4 88.510648752
sanr400_0.7 1 1 4 5 4 88.77154538
sanr400_0.7 1 1 4 5 4 89.652938831
sanr400_0.7 1 1 4 5 4 89.806690999
sanr400_0.7 1 1 1 2 1 293.46847963
sanr400_0.7 1 1 1 2 1 298.926054434
sanr400_0.7 1 1 1 2 1 303.204648928
sanr400_0.7 1 1 1 2 1 303.247537001
sanr400_0.7 1 1 1 2 1 303.725048349
sanr400_0.7 1 1 1 2 1 310.588618372
sanr400_0.7 1 1 1 2 1 311.263967648
sanr400_0.7 1 1 1 2 1 312.120591273
sanr400_0.7 1 1 1 2 1 313.35386855
sanr400_0.7 1 1 1 2 1 313.649750517
sanr400_0.7 2 2 4 5 8 42.940995837
sanr400_0.7 2 2 4 5 8 43.319722401
sanr400_0.7 2 2 4 5 8 43.334560284
sanr400_0.7 2 2 4 5 8 43.486976466
sanr400_0.7 2 2 4 5 8 43.550093958
sanr400_0.7 2 2 4 5 8 43.862443798
sanr400_0.7 2 2 4 5 8 44.194812896
sanr400_0.7 2 2 4 5 8 45.016686158
sanr400_0.7 2 2 4 5 8 46.291676911
sanr400_0.7 2 2 4 5 8 46.387367493
sanr400_0.7 4 8 4 5 32 12.396865817
sanr400_0.7 4 8 4 5 32 12.72825301
sanr400_0.7 4 8 4 5 32 12.94656503
sanr400_0.7 4 8 4 5 32 13.049442398
sanr400_0.7 4 8 4 5 32 13.350589099
sanr400_0.7 4 8 4 5 32 13.440782459
sanr400_0.7 4 8 4 5 32 13.459122727
sanr400_0.7 4 8 4 5 32 13.584918649
sanr400_0.7 4 8 4 5 32 13.59903126
sanr400_0.7 4 8 4 5 32 14.003138556
sanr400_0.7 8 16 4 5 64 6.756466471
sanr400_0.7 8 16 4 5 64 7.133841814
sanr400_0.7 8 16 4 5 64 7.346184049
sanr400_0.7 8 16 4 5 64 7.358845775
sanr400_0.7 8 16 4 5 64 7.388760623
sanr400_0.7 8 16 4 5 64 7.490807923
sanr400_0.7 8 16 4 5 64 7.532787299
sanr400_0.7 8 16 4 5 64 7.536580473
sanr400_0.7 8 16 4 5 64 7.565430543
sanr400_0.7 8 16 4 5 64 7.988264489
sanr400_0.7 16 32 4 5 128 4.110978315
sanr400_0.7 16 32 4 5 128 4.351846907
sanr400_0.7 16 32 4 5 128 4.370780949
sanr400_0.7 16 32 4 5 128 4.412175672
sanr400_0.7 16 32 4 5 128 4.501979842
sanr400_0.7 16 32 4 5 128 4.563573281
sanr400_0.7 16 32 4 5 128 4.567670419
sanr400_0.7 16 32 4 5 128 4.624736883
sanr400_0.7 16 32 4 5 128 4.646074453
sanr400_0.7 16 32 4 5 128 4.962262469
sanr400_0.7 17 50 4 5 200 3.799603196
sanr400_0.7 17 50 4 5 200 3.81721774
sanr400_0.7 17 50 4 5 200 3.858549447
sanr400_0.7 17 50 4 5 200 3.941857737
sanr400_0.7 17 50 4 5 200 3.998407387
sanr400_0.7 17 50 4 5 200 4.064849678
sanr400_0.7 17 50 4 5 200 4.078189753
sanr400_0.7 17 50 4 5 200 4.216507584
sanr400_0.7 17 50 4 5 200 4.299132039
sanr400_0.7 17 50 4 5 200 4.553657759
